item_id,warehouse_id,stock_on_hand,snapshot_time,is_snapshot_stale
ITEM_0026,WH_00,434,2024-10-01,False
ITEM_0026,WH_01,314,2024-10-01,False
ITEM_0026,WH_02,402,2024-10-01,False
ITEM_0026,WH_03,312,2024-10-01,False
ITEM_0026,WH_04,331,2024-10-01,False
ITEM_0027,WH_00,473,2024-10-01,False
ITEM_0027,WH_01,295,2024-10-01,False
ITEM_0027,WH_02,339,2024-10-01,False
ITEM_0027,WH_03,441,2024-10-01,False
ITEM_0027,WH_04,378,2024-10-01,False
ITEM_0028,WH_00,349,2024-10-01,False
ITEM_0028,WH_01,290,2024-10-01,False
ITEM_0028,WH_02,300,2024-10-01,False
ITEM_0028,WH_03,398,2024-10-01,False
ITEM_0028,WH_04,326,2024-10-01,False
ITEM_0029,WH_00,443,2024-10-01,False
ITEM_0029,WH_01,473,2024-10-01,False
ITEM_0029,WH_02,348,2024-10-01,False
ITEM_0029,WH_03,391,2024-10-01,False
ITEM_0029,WH_04,357,2024-10-01,False
ITEM_0030,WH_00,320,2024-10-01,False
ITEM_0030,WH_01,398,2024-10-01,False
ITEM_0030,WH_02,387,2024-10-01,False
ITEM_0030,WH_03,400,2024-10-01,False
ITEM_0030,WH_04,366,2024-10-01,False
ITEM_0031,WH_00,323,2024-10-01,False
ITEM_0031,WH_01,331,2024-10-01,False
ITEM_0031,WH_02,314,2024-10-01,False
ITEM_0031,WH_03,312,2024-10-01,False
ITEM_0031,WH_04,449,2024-10-01,False
ITEM_0032,WH_00,470,2024-10-01,False
ITEM_0032,WH_01,453,2024-10-01,False
ITEM_0032,WH_02,306,2024-10-01,False
ITEM_0032,WH_03,379,2024-10-01,False
ITEM_0032,WH_04,373,2024-10-01,False
ITEM_0033,WH_00,444,2024-10-01,False
ITEM_0033,WH_01,282,2024-10-01,False
ITEM_0033,WH_02,318,2024-10-01,False
ITEM_0033,WH_03,286,2024-10-01,False
ITEM_0033,WH_04,342,2024-10-01,False
ITEM_0034,WH_00,443,2024-10-01,False
ITEM_0034,WH_01,329,2024-10-01,False
ITEM_0034,WH_02,282,2024-10-01,False
ITEM_0034,WH_03,425,2024-10-01,False
ITEM_0034,WH_04,374,2024-10-01,False
ITEM_0035,WH_00,456,2024-10-01,False
ITEM_0035,WH_01,311,2024-10-01,False
ITEM_0035,WH_02,381,2024-10-01,False
ITEM_0035,WH_03,400,2024-10-01,False
ITEM_0035,WH_04,289,2024-10-01,False
ITEM_0036,WH_00,293,2024-10-01,False
ITEM_0036,WH_01,424,2024-10-01,False
ITEM_0036,WH_02,430,2024-10-01,False
ITEM_0036,WH_03,460,2024-10-01,False
ITEM_0036,WH_04,359,2024-10-01,False
ITEM_0037,WH_00,326,2024-10-01,False
ITEM_0037,WH_01,278,2024-10-01,False
ITEM_0037,WH_02,411,2024-10-01,False
ITEM_0037,WH_03,311,2024-10-01,False
ITEM_0037,WH_04,377,2024-10-01,False
ITEM_0038,WH_00,443,2024-10-01,False
ITEM_0038,WH_01,330,2024-10-01,False
ITEM_0038,WH_02,410,2024-10-01,False
ITEM_0038,WH_03,442,2024-10-01,False
ITEM_0038,WH_04,472,2024-10-01,False
ITEM_0039,WH_00,419,2024-10-01,False
ITEM_0039,WH_01,322,2024-10-01,False
ITEM_0039,WH_02,297,2024-10-01,False
ITEM_0039,WH_03,384,2024-10-01,False
ITEM_0039,WH_04,459,2024-10-01,False
ITEM_0040,WH_00,343,2024-10-01,False
ITEM_0040,WH_01,416,2024-10-01,False
ITEM_0040,WH_02,287,2024-10-01,False
ITEM_0040,WH_03,479,2024-10-01,False
ITEM_0040,WH_04,427,2024-10-01,False
ITEM_0041,WH_00,358,2024-10-01,False
ITEM_0041,WH_01,313,2024-10-01,False
ITEM_0041,WH_02,351,2024-10-01,False
ITEM_0041,WH_03,382,2024-10-01,False
ITEM_0041,WH_04,429,2024-10-01,False
ITEM_0042,WH_00,379,2024-10-01,False
ITEM_0042,WH_01,351,2024-10-01,False
ITEM_0042,WH_02,464,2024-10-01,False
ITEM_0042,WH_03,319,2024-10-01,False
ITEM_0042,WH_04,454,2024-10-01,False
ITEM_0043,WH_00,434,2024-10-01,False
ITEM_0043,WH_01,301,2024-10-01,False
ITEM_0043,WH_02,431,2024-10-01,False
ITEM_0043,WH_03,377,2024-10-01,False
ITEM_0043,WH_04,315,2024-10-01,False
ITEM_0044,WH_00,311,2024-10-01,False
ITEM_0044,WH_01,363,2024-10-01,False
ITEM_0044,WH_02,383,2024-10-01,False
ITEM_0044,WH_03,473,2024-10-01,False
ITEM_0044,WH_04,350,2024-10-01,False
ITEM_0045,WH_00,396,2024-10-01,False
ITEM_0045,WH_01,293,2024-10-01,False
ITEM_0045,WH_02,398,2024-10-01,False
ITEM_0045,WH_03,371,2024-10-01,False
ITEM_0045,WH_04,353,2024-10-01,False
ITEM_0046,WH_00,283,2024-10-01,False
ITEM_0046,WH_01,395,2024-10-01,False
ITEM_0046,WH_02,327,2024-10-01,False
ITEM_0046,WH_03,416,2024-10-01,False
ITEM_0046,WH_04,333,2024-10-01,False
ITEM_0047,WH_00,384,2024-10-01,False
ITEM_0047,WH_01,448,2024-10-01,False
ITEM_0047,WH_02,271,2024-10-01,False
ITEM_0047,WH_03,280,2024-10-01,False
ITEM_0047,WH_04,381,2024-10-01,False
ITEM_0048,WH_00,385,2024-10-01,False
ITEM_0048,WH_01,300,2024-10-01,False
ITEM_0048,WH_02,460,2024-10-01,False
ITEM_0048,WH_03,296,2024-10-01,False
ITEM_0048,WH_04,284,2024-10-01,False
ITEM_0049,WH_00,286,2024-10-01,False
ITEM_0049,WH_01,472,2024-10-01,False
ITEM_0049,WH_02,278,2024-10-01,False
ITEM_0049,WH_03,469,2024-10-01,False
ITEM_0049,WH_04,395,2024-10-01,False
ITEM_0000,WH_00,304,2024-10-02,False
ITEM_0000,WH_01,298,2024-10-02,False
ITEM_0000,WH_02,359,2024-10-02,False
ITEM_0000,WH_03,462,2024-10-02,False
ITEM_0000,WH_04,457,2024-10-02,False
ITEM_0001,WH_00,343,2024-10-02,False
ITEM_0001,WH_01,420,2024-10-02,False
ITEM_0001,WH_02,452,2024-10-02,False
ITEM_0001,WH_03,430,2024-10-02,False
ITEM_0001,WH_04,373,2024-10-02,False
ITEM_0002,WH_00,276,2024-10-02,False
ITEM_0002,WH_01,360,2024-10-02,False
ITEM_0002,WH_02,432,2024-10-02,False
ITEM_0002,WH_03,295,2024-10-02,False
ITEM_0002,WH_04,291,2024-10-02,False
ITEM_0003,WH_00,315,2024-10-02,False
ITEM_0003,WH_01,354,2024-10-02,False
ITEM_0003,WH_02,338,2024-10-02,False
ITEM_0003,WH_03,394,2024-10-02,False
ITEM_0003,WH_04,365,2024-10-02,False
ITEM_0004,WH_00,327,2024-10-02,False
ITEM_0004,WH_01,400,2024-10-02,False
ITEM_0004,WH_02,274,2024-10-02,False
ITEM_0004,WH_03,283,2024-10-02,False
ITEM_0004,WH_04,293,2024-10-02,False
ITEM_0005,WH_00,374,2024-10-02,False
ITEM_0005,WH_01,481,2024-10-02,False
ITEM_0005,WH_02,399,2024-10-02,False
ITEM_0005,WH_03,305,2024-10-02,False
ITEM_0005,WH_04,323,2024-10-02,False
ITEM_0006,WH_00,333,2024-10-02,False
ITEM_0006,WH_01,413,2024-10-02,False
ITEM_0006,WH_02,426,2024-10-02,False
ITEM_0006,WH_03,295,2024-10-02,False
ITEM_0006,WH_04,354,2024-10-02,False
ITEM_0007,WH_00,339,2024-10-02,False
ITEM_0007,WH_01,331,2024-10-02,False
ITEM_0007,WH_02,305,2024-10-02,False
ITEM_0007,WH_03,399,2024-10-02,False
ITEM_0007,WH_04,472,2024-10-02,False
ITEM_0008,WH_00,287,2024-10-02,False
ITEM_0008,WH_01,333,2024-10-02,False
ITEM_0008,WH_02,283,2024-10-02,False
ITEM_0008,WH_03,415,2024-10-02,False
ITEM_0008,WH_04,385,2024-10-02,False
ITEM_0009,WH_00,377,2024-10-02,False
ITEM_0009,WH_01,417,2024-10-02,False
ITEM_0009,WH_02,307,2024-10-02,False
ITEM_0009,WH_03,285,2024-10-02,False
ITEM_0009,WH_04,358,2024-10-02,False
ITEM_0010,WH_00,380,2024-10-02,False
ITEM_0010,WH_01,275,2024-10-02,False
ITEM_0010,WH_02,453,2024-10-02,False
ITEM_0010,WH_03,336,2024-10-02,False
ITEM_0010,WH_04,362,2024-10-02,False
ITEM_0011,WH_00,393,2024-10-02,False
ITEM_0011,WH_01,278,2024-10-02,False
ITEM_0011,WH_02,259,2024-10-02,False
ITEM_0011,WH_03,312,2024-10-02,False
ITEM_0011,WH_04,371,2024-10-02,False
ITEM_0012,WH_00,281,2024-10-02,False
ITEM_0012,WH_01,380,2024-10-02,False
ITEM_0012,WH_02,259,2024-10-02,False
ITEM_0012,WH_03,313,2024-10-02,False
ITEM_0012,WH_04,363,2024-10-02,False
ITEM_0013,WH_00,396,2024-10-02,False
ITEM_0013,WH_01,340,2024-10-02,False
ITEM_0013,WH_02,423,2024-10-02,False
ITEM_0013,WH_03,446,2024-10-02,False
ITEM_0013,WH_04,284,2024-10-02,False
ITEM_0014,WH_00,333,2024-10-02,False
ITEM_0014,WH_01,426,2024-10-02,False
ITEM_0014,WH_02,289,2024-10-02,False
ITEM_0014,WH_03,386,2024-10-02,False
ITEM_0014,WH_04,287,2024-10-02,False
ITEM_0015,WH_00,475,2024-10-02,False
ITEM_0015,WH_01,298,2024-10-02,False
ITEM_0015,WH_02,435,2024-10-02,False
ITEM_0015,WH_03,322,2024-10-02,False
ITEM_0015,WH_04,341,2024-10-02,False
ITEM_0016,WH_00,277,2024-10-02,False
ITEM_0016,WH_01,322,2024-10-02,False
ITEM_0016,WH_02,347,2024-10-02,False
ITEM_0016,WH_03,339,2024-10-02,False
ITEM_0016,WH_04,352,2024-10-02,False
ITEM_0017,WH_00,382,2024-10-02,False
ITEM_0017,WH_01,436,2024-10-02,False
ITEM_0017,WH_02,300,2024-10-02,False
ITEM_0017,WH_03,357,2024-10-02,False
ITEM_0017,WH_04,368,2024-10-02,False
ITEM_0018,WH_00,300,2024-10-02,False
ITEM_0018,WH_01,374,2024-10-02,False
ITEM_0018,WH_02,430,2024-10-02,False
ITEM_0018,WH_03,350,2024-10-02,False
ITEM_0018,WH_04,306,2024-10-02,False
ITEM_0019,WH_00,347,2024-10-02,False
ITEM_0019,WH_01,361,2024-10-02,False
ITEM_0019,WH_02,390,2024-10-02,False
ITEM_0019,WH_03,423,2024-10-02,False
ITEM_0019,WH_04,307,2024-10-02,False
ITEM_0020,WH_00,390,2024-10-02,False
ITEM_0020,WH_01,405,2024-10-02,False
ITEM_0020,WH_02,348,2024-10-02,False
ITEM_0020,WH_03,392,2024-10-02,False
ITEM_0020,WH_04,409,2024-10-02,False
ITEM_0021,WH_00,419,2024-10-02,False
ITEM_0021,WH_01,332,2024-10-02,False
ITEM_0021,WH_02,343,2024-10-02,False
ITEM_0021,WH_03,426,2024-10-02,False
ITEM_0021,WH_04,387,2024-10-02,False
ITEM_0022,WH_00,321,2024-10-02,False
ITEM_0022,WH_01,374,2024-10-02,False
ITEM_0022,WH_02,386,2024-10-02,False
ITEM_0022,WH_03,314,2024-10-02,False
ITEM_0022,WH_04,314,2024-10-02,False
ITEM_0023,WH_00,351,2024-10-02,False
ITEM_0023,WH_01,387,2024-10-02,False
ITEM_0023,WH_02,334,2024-10-02,False
ITEM_0023,WH_03,456,2024-10-02,False
ITEM_0023,WH_04,345,2024-10-02,False
ITEM_0024,WH_00,361,2024-10-02,False
ITEM_0024,WH_01,357,2024-10-02,False
ITEM_0024,WH_02,323,2024-10-02,False
ITEM_0024,WH_03,322,2024-10-02,False
ITEM_0024,WH_04,365,2024-10-02,False
ITEM_0025,WH_00,446,2024-10-02,False
ITEM_0025,WH_01,371,2024-10-02,False
ITEM_0025,WH_02,455,2024-10-02,False
ITEM_0025,WH_03,407,2024-10-02,False
ITEM_0025,WH_04,477,2024-10-02,False
ITEM_0026,WH_00,406,2024-10-02,False
ITEM_0026,WH_01,286,2024-10-02,False
ITEM_0026,WH_02,374,2024-10-02,False
ITEM_0026,WH_03,284,2024-10-02,False
ITEM_0026,WH_04,303,2024-10-02,False
ITEM_0027,WH_00,459,2024-10-02,False
ITEM_0027,WH_01,281,2024-10-02,False
ITEM_0027,WH_02,325,2024-10-02,False
ITEM_0027,WH_03,427,2024-10-02,False
ITEM_0027,WH_04,364,2024-10-02,False
ITEM_0028,WH_00,326,2024-10-02,False
ITEM_0028,WH_01,267,2024-10-02,False
ITEM_0028,WH_02,277,2024-10-02,False
ITEM_0028,WH_03,375,2024-10-02,False
ITEM_0028,WH_04,303,2024-10-02,False
ITEM_0029,WH_00,426,2024-10-02,False
ITEM_0029,WH_01,456,2024-10-02,False
ITEM_0029,WH_02,331,2024-10-02,False
ITEM_0029,WH_03,374,2024-10-02,False
ITEM_0029,WH_04,340,2024-10-02,False
ITEM_0030,WH_00,298,2024-10-02,False
ITEM_0030,WH_01,376,2024-10-02,False
ITEM_0030,WH_02,365,2024-10-02,False
ITEM_0030,WH_03,378,2024-10-02,False
ITEM_0030,WH_04,344,2024-10-02,False
ITEM_0031,WH_00,303,2024-10-02,False
ITEM_0031,WH_01,311,2024-10-02,False
ITEM_0031,WH_02,294,2024-10-02,False
ITEM_0031,WH_03,292,2024-10-02,False
ITEM_0031,WH_04,429,2024-10-02,False
ITEM_0032,WH_00,446,2024-10-02,False
ITEM_0032,WH_01,429,2024-10-02,False
ITEM_0032,WH_02,282,2024-10-02,False
ITEM_0032,WH_03,355,2024-10-02,False
ITEM_0032,WH_04,349,2024-10-02,False
ITEM_0033,WH_00,413,2024-10-02,False
ITEM_0033,WH_01,251,2024-10-02,False
ITEM_0033,WH_02,287,2024-10-02,False
ITEM_0033,WH_03,255,2024-10-02,False
ITEM_0033,WH_04,311,2024-10-02,False
ITEM_0034,WH_00,411,2024-10-02,False
ITEM_0034,WH_01,297,2024-10-02,False
ITEM_0034,WH_02,250,2024-10-02,False
ITEM_0034,WH_03,393,2024-10-02,False
ITEM_0034,WH_04,342,2024-10-02,False
ITEM_0035,WH_00,436,2024-10-02,False
ITEM_0035,WH_01,291,2024-10-02,False
ITEM_0035,WH_02,361,2024-10-02,False
ITEM_0035,WH_03,380,2024-10-02,False
ITEM_0035,WH_04,269,2024-10-02,False
ITEM_0036,WH_00,283,2024-10-02,False
ITEM_0036,WH_01,414,2024-10-02,False
ITEM_0036,WH_02,420,2024-10-02,False
ITEM_0036,WH_03,450,2024-10-02,False
ITEM_0036,WH_04,349,2024-10-02,False
ITEM_0037,WH_00,301,2024-10-02,False
ITEM_0037,WH_01,253,2024-10-02,False
ITEM_0037,WH_02,386,2024-10-02,False
ITEM_0037,WH_03,286,2024-10-02,False
ITEM_0037,WH_04,352,2024-10-02,False
ITEM_0038,WH_00,411,2024-10-02,False
ITEM_0038,WH_01,298,2024-10-02,False
ITEM_0038,WH_02,378,2024-10-02,False
ITEM_0038,WH_03,410,2024-10-02,False
ITEM_0038,WH_04,440,2024-10-02,False
ITEM_0039,WH_00,397,2024-10-02,False
ITEM_0039,WH_01,300,2024-10-02,False
ITEM_0039,WH_02,275,2024-10-02,False
ITEM_0039,WH_03,362,2024-10-02,False
ITEM_0039,WH_04,437,2024-10-02,False
ITEM_0040,WH_00,327,2024-10-02,False
ITEM_0040,WH_01,400,2024-10-02,False
ITEM_0040,WH_02,271,2024-10-02,False
ITEM_0040,WH_03,463,2024-10-02,False
ITEM_0040,WH_04,411,2024-10-02,False
ITEM_0041,WH_00,348,2024-10-02,False
ITEM_0041,WH_01,303,2024-10-02,False
ITEM_0041,WH_02,341,2024-10-02,False
ITEM_0041,WH_03,372,2024-10-02,False
ITEM_0041,WH_04,419,2024-10-02,False
ITEM_0042,WH_00,362,2024-10-02,False
ITEM_0042,WH_01,334,2024-10-02,False
ITEM_0042,WH_02,447,2024-10-02,False
ITEM_0042,WH_03,302,2024-10-02,False
ITEM_0042,WH_04,437,2024-10-02,False
ITEM_0043,WH_00,421,2024-10-02,False
ITEM_0043,WH_01,288,2024-10-02,False
ITEM_0043,WH_02,418,2024-10-02,False
ITEM_0043,WH_03,364,2024-10-02,False
ITEM_0043,WH_04,302,2024-10-02,False
ITEM_0044,WH_00,296,2024-10-02,False
ITEM_0044,WH_01,348,2024-10-02,False
ITEM_0044,WH_02,368,2024-10-02,False
ITEM_0044,WH_03,458,2024-10-02,False
ITEM_0044,WH_04,335,2024-10-02,False
ITEM_0045,WH_00,385,2024-10-02,False
ITEM_0045,WH_01,282,2024-10-02,False
ITEM_0045,WH_02,387,2024-10-02,False
ITEM_0045,WH_03,360,2024-10-02,False
ITEM_0045,WH_04,342,2024-10-02,False
ITEM_0046,WH_00,253,2024-10-02,False
ITEM_0046,WH_01,365,2024-10-02,False
ITEM_0046,WH_02,297,2024-10-02,False
ITEM_0046,WH_03,386,2024-10-02,False
ITEM_0046,WH_04,303,2024-10-02,False
ITEM_0047,WH_00,355,2024-10-02,False
ITEM_0047,WH_01,419,2024-10-02,False
ITEM_0047,WH_02,242,2024-10-02,False
ITEM_0047,WH_03,251,2024-10-02,False
ITEM_0047,WH_04,352,2024-10-02,False
ITEM_0048,WH_00,359,2024-10-02,False
ITEM_0048,WH_01,274,2024-10-02,False
ITEM_0048,WH_02,434,2024-10-02,False
ITEM_0048,WH_03,270,2024-10-02,False
ITEM_0048,WH_04,258,2024-10-02,False
ITEM_0049,WH_00,269,2024-10-02,False
ITEM_0049,WH_01,455,2024-10-02,False
ITEM_0049,WH_02,261,2024-10-02,False
ITEM_0049,WH_03,452,2024-10-02,False
ITEM_0049,WH_04,378,2024-10-02,False
ITEM_0000,WH_00,291,2024-10-03,False
ITEM_0000,WH_01,285,2024-10-03,False
ITEM_0000,WH_02,346,2024-10-03,False
ITEM_0000,WH_03,449,2024-10-03,False
ITEM_0000,WH_04,444,2024-10-03,False
ITEM_0001,WH_00,323,2024-10-03,False
ITEM_0001,WH_01,400,2024-10-03,False
ITEM_0001,WH_02,432,2024-10-03,False
ITEM_0001,WH_03,410,2024-10-03,False
ITEM_0001,WH_04,353,2024-10-03,False
ITEM_0002,WH_00,268,2024-10-03,False
ITEM_0002,WH_01,352,2024-10-03,False
ITEM_0002,WH_02,424,2024-10-03,False
ITEM_0002,WH_03,287,2024-10-03,False
ITEM_0002,WH_04,283,2024-10-03,False
ITEM_0003,WH_00,303,2024-10-03,False
ITEM_0003,WH_01,342,2024-10-03,False
ITEM_0003,WH_02,326,2024-10-03,False
ITEM_0003,WH_03,382,2024-10-03,False
ITEM_0003,WH_04,353,2024-10-03,False
ITEM_0004,WH_00,309,2024-10-03,False
ITEM_0004,WH_01,382,2024-10-03,False
ITEM_0004,WH_02,256,2024-10-03,False
ITEM_0004,WH_03,265,2024-10-03,False
ITEM_0004,WH_04,275,2024-10-03,False
ITEM_0005,WH_00,366,2024-10-03,False
ITEM_0005,WH_01,473,2024-10-03,False
ITEM_0005,WH_02,391,2024-10-03,False
ITEM_0005,WH_03,297,2024-10-03,False
ITEM_0005,WH_04,315,2024-10-03,False
ITEM_0006,WH_00,311,2024-10-03,False
ITEM_0006,WH_01,391,2024-10-03,False
ITEM_0006,WH_02,404,2024-10-03,False
ITEM_0006,WH_03,273,2024-10-03,False
ITEM_0006,WH_04,332,2024-10-03,False
ITEM_0007,WH_00,326,2024-10-03,False
ITEM_0007,WH_01,318,2024-10-03,False
ITEM_0007,WH_02,292,2024-10-03,False
ITEM_0007,WH_03,386,2024-10-03,False
ITEM_0007,WH_04,459,2024-10-03,False
ITEM_0008,WH_00,277,2024-10-03,False
ITEM_0008,WH_01,323,2024-10-03,False
ITEM_0008,WH_02,273,2024-10-03,False
ITEM_0008,WH_03,405,2024-10-03,False
ITEM_0008,WH_04,375,2024-10-03,False
ITEM_0009,WH_00,346,2024-10-03,False
ITEM_0009,WH_01,386,2024-10-03,False
ITEM_0009,WH_02,276,2024-10-03,False
ITEM_0009,WH_03,254,2024-10-03,False
ITEM_0009,WH_04,327,2024-10-03,False
ITEM_0010,WH_00,363,2024-10-03,False
ITEM_0010,WH_01,258,2024-10-03,False
ITEM_0010,WH_02,436,2024-10-03,False
ITEM_0010,WH_03,319,2024-10-03,False
ITEM_0010,WH_04,345,2024-10-03,False
ITEM_0011,WH_00,363,2024-10-03,False
ITEM_0011,WH_01,248,2024-10-03,False
ITEM_0011,WH_02,229,2024-10-03,False
ITEM_0011,WH_03,282,2024-10-03,False
ITEM_0011,WH_04,341,2024-10-03,False
ITEM_0012,WH_00,262,2024-10-03,False
ITEM_0012,WH_01,361,2024-10-03,False
ITEM_0012,WH_02,240,2024-10-03,False
ITEM_0012,WH_03,294,2024-10-03,False
ITEM_0012,WH_04,344,2024-10-03,False
ITEM_0013,WH_00,388,2024-10-03,False
ITEM_0013,WH_01,332,2024-10-03,False
ITEM_0013,WH_02,415,2024-10-03,False
ITEM_0013,WH_03,438,2024-10-03,False
ITEM_0013,WH_04,276,2024-10-03,False
ITEM_0014,WH_00,319,2024-10-03,False
ITEM_0014,WH_01,412,2024-10-03,False
ITEM_0014,WH_02,275,2024-10-03,False
ITEM_0014,WH_03,372,2024-10-03,False
ITEM_0014,WH_04,273,2024-10-03,False
ITEM_0015,WH_00,463,2024-10-03,False
ITEM_0015,WH_01,286,2024-10-03,False
ITEM_0015,WH_02,423,2024-10-03,False
ITEM_0015,WH_03,310,2024-10-03,False
ITEM_0015,WH_04,329,2024-10-03,False
